distance,consume,speed,temp_inside,temp_outside,gas_type,ac,rain,sun,fuel_consumed,cost_of_trip
16.0,3.7,44,22.0,16,SP98,0,0,0,0.5920000000000001,1.3136480000000001
18.3,4.3,46,22.0,23,SP98,0,0,0,0.7868999999999999,1.7461310999999997
4.5,5.2,23,22.0,23,SP98,0,0,1,0.234,0.519246
17.0,4.2,48,22.0,16,SP98,0,0,0,0.7140000000000001,1.5843660000000002
6.1,5.0,35,24.5,18,SP98,0,0,0,0.305,0.6767949999999999
6.1,5.0,33,22.0,24,SP98,0,0,1,0.305,0.6767949999999999
17.3,4.2,36,22.0,22,SP98,0,0,0,0.7266000000000001,1.6123254000000002
6.0,4.8,27,22.0,17,SP98,0,0,0,0.288,0.6390719999999999
16.0,4.1,45,22.0,15,SP98,0,0,0,0.6559999999999999,1.4556639999999996
15.4,4.9,55,22.0,18,SP98,0,0,0,0.7546,1.6744574
15.4,4.3,39,22.0,23,SP98,0,0,0,0.6622,1.4694218
16.0,3.9,35,22.0,18,SP98,0,0,0,0.624,1.3846559999999999
15.4,4.5,52,22.0,26,SP98,0,0,0,0.693,1.5377669999999999
16.6,4.1,48,25.5,30,SP98,1,0,1,0.6806,1.5102513999999998
15.4,5.0,48,25.5,31,SP98,1,0,0,0.77,1.7086299999999999
16.0,4.0,43,22.0,21,SP98,1,0,0,0.64,1.4201599999999999
15.4,4.5,42,22.0,30,SP98,0,0,0,0.693,1.5377669999999999
16.0,3.6,43,22.0,19,SP98,0,0,0,0.5760000000000001,1.2781440000000002
20.9,4.1,33,22.0,21,SP98,0,0,0,0.8568999999999999,1.9014610999999997
32.1,3.9,47,22.0,26,SP98,0,0,0,1.2519,2.7779661
15.3,6.6,16,24.0,27,SP98,1,0,0,1.0098,2.2407462
28.5,4.0,44,25.0,23,SP98,1,0,0,1.14,2.52966
11.9,3.7,33,25.0,19,SP98,0,0,0,0.4403,0.9770257
14.5,4.3,36,25.0,22,SP98,0,0,0,0.6234999999999999,1.3835464999999998
16.6,4.1,49,22.0,26,SP98,0,0,1,0.6806,1.5102513999999998
16.2,4.4,39,24.5,17,SP98,1,0,0,0.7128,1.5817032
16.7,3.8,44,24.5,23,SP98,0,0,1,0.6345999999999999,1.4081773999999998
8.3,5.0,52,24.5,27,SP98,0,0,0,0.415,0.920885
5.5,3.7,33,24.5,28,SP98,0,0,1,0.20350000000000001,0.4515665
13.6,3.7,33,24.5,28,SP98,0,0,1,0.5032,1.1166007999999998
16.0,3.7,39,24.5,18,SP98,0,0,0,0.5920000000000001,1.3136480000000001
16.1,4.3,38,25.0,31,SP98,1,0,0,0.6923,1.5362137
16.0,3.8,45,25.0,19,SP98,0,0,0,0.608,1.349152
15.4,4.6,42,25.0,31,SP98,1,0,0,0.7083999999999999,1.5719395999999997
14.7,5.0,25,25.0,30,SP98,1,0,0,0.735,1.6309649999999998
